,party_rk,gender_cd,age,marital_status_desc,children_cnt,region_flg,product1,product2,product3,product4,product5,product6,product7,income,outcome,label
137,23918,0.0,30.0,6.0,0,1,0,1,0,1,1,1,0,40384.61538461538,-49375.0,3
138,37850,0.0,45.0,0.0,0,0,0,1,0,0,1,0,0,0.0,-5000.0,0
139,68991,0.0,25.0,0.0,0,0,0,1,0,0,1,0,0,0.0,0.0,0
140,58431,1.0,55.0,5.0,0,0,0,1,0,0,1,0,0,0.0,-20000.0,0
141,35981,1.0,35.0,1.0,0,0,0,1,0,1,1,0,1,155000.0,-30833.333333333332,3
142,73178,1.0,35.0,1.0,0,0,0,0,0,1,0,1,0,8333.333333333334,-8333.333333333334,0
143,79848,0.0,30.0,6.0,0,0,0,0,0,1,0,0,0,30000.0,-25000.0,0
144,66639,0.0,30.0,6.0,0,0,0,0,0,1,1,0,0,41666.666666666664,-52500.0,3
145,56774,1.0,40.0,1.0,0,0,1,1,0,0,0,0,0,7500.0,-15000.0,0
146,79062,0.0,70.0,1.0,0,0,0,1,0,1,0,0,0,52500.0,-41666.666666666664,3
147,60535,1.0,45.0,6.0,0,0,1,0,1,1,1,0,0,41000.0,-22500.0,0
148,65145,0.0,45.0,1.0,0,0,0,1,0,0,0,0,0,35000.0,-53333.333333333336,3
149,82044,1.0,35.0,6.0,0,1,0,1,0,1,1,0,0,32500.0,-25000.0,0
150,4962,0.0,35.0,1.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0
151,12620,0.0,55.0,5.0,0,0,1,1,0,0,0,0,1,5000.0,-8000.0,0
152,18229,1.0,35.0,5.0,0,0,1,0,0,1,1,0,0,5000.0,-5000.0,0
153,27605,1.0,45.0,5.0,0,0,0,0,0,1,1,0,0,10000.0,-10000.0,0
154,52103,0.0,45.0,6.0,0,0,0,0,0,1,1,0,0,5000.0,0.0,0
155,92411,0.0,25.0,6.0,0,0,0,1,0,1,0,0,0,0.0,0.0,0
156,20545,1.0,45.0,5.0,4,0,0,1,0,1,1,0,0,42500.0,-28333.333333333332,3
157,74407,1.0,35.0,0.0,0,0,0,0,0,1,1,0,0,6666.666666666667,-5000.0,0
158,8343,1.0,55.0,1.0,4,0,0,1,0,0,1,0,0,6666.666666666667,-6666.666666666667,0
159,40212,1.0,30.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
160,71420,1.0,35.0,0.0,0,0,0,1,0,0,0,0,1,10000.0,-10000.0,0
161,78152,0.0,30.0,0.0,0,0,0,1,0,0,0,0,0,5000.0,0.0,0
162,93733,1.0,30.0,0.0,0,0,0,1,0,0,1,0,1,0.0,0.0,0
163,14195,0.0,50.0,1.0,2,0,0,1,0,1,0,0,1,27500.0,-231500.0,2
164,34733,0.0,65.0,1.0,0,0,1,1,0,1,1,0,1,35000.0,-5000.0,0
165,52003,1.0,30.0,0.0,0,1,0,1,0,1,0,0,0,10000.0,-24545.454545454544,0
166,10371,1.0,45.0,5.0,2,0,0,1,0,0,0,0,0,5714.285714285715,-5000.0,0
167,53043,1.0,30.0,0.0,0,0,0,1,0,1,1,0,0,10000.0,-11666.666666666666,0
168,92630,0.0,25.0,0.0,0,0,0,1,0,0,0,0,0,65000.0,-75000.0,3
169,25921,1.0,30.0,1.0,2,0,0,1,0,0,0,0,0,0.0,-5000.0,0
170,35407,0.0,30.0,6.0,0,0,0,0,0,1,1,0,0,10000.0,-15000.0,0
171,54239,0.0,20.0,0.0,0,0,0,1,0,0,0,0,0,0.0,-10000.0,0
172,80567,0.0,30.0,1.0,0,1,0,1,0,1,1,0,0,55000.0,-33333.333333333336,3
173,93422,1.0,30.0,1.0,0,0,0,1,0,0,0,0,0,82500.0,-8750.0,3
174,58684,0.0,45.0,6.0,4,1,0,0,0,1,1,0,0,59166.666666666664,-84000.0,3
175,61970,1.0,30.0,6.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
176,24881,1.0,35.0,0.0,1,0,0,0,0,1,1,0,1,10000.0,-10000.0,0
177,38004,1.0,25.0,3.0,0,0,0,1,0,0,0,0,0,40000.0,-7500.0,0
178,43425,1.0,30.0,1.0,0,0,0,1,0,0,1,0,0,0.0,-8333.333333333334,0
179,48587,1.0,20.0,6.0,0,1,0,0,0,1,1,0,0,5000.0,-5000.0,0
180,53990,0.0,35.0,6.0,0,0,0,0,0,1,0,0,0,10000.0,-10000.0,0
181,81942,0.0,40.0,6.0,0,1,0,1,1,1,1,0,0,11666.666666666666,0.0,0
182,9878,1.0,35.0,5.0,4,0,0,1,0,0,1,0,0,5000.0,-7500.0,0
183,16058,0.0,30.0,6.0,0,0,1,0,0,1,0,0,0,26250.0,-17500.0,0
184,56619,0.0,30.0,6.0,0,1,0,0,0,1,1,0,0,135000.0,-33181.818181818184,3
185,70996,0.0,25.0,6.0,0,0,0,1,1,1,1,0,0,23000.0,-10000.0,0
186,63145,1.0,55.0,1.0,2,0,0,0,0,1,1,0,0,120000.0,-19000.0,3
187,22606,0.0,40.0,1.0,0,0,0,1,0,0,1,0,0,10000.0,-5000.0,0
188,31094,1.0,65.0,1.0,0,0,0,0,0,1,0,0,0,10000.0,-10000.0,0
189,31678,0.0,65.0,5.0,0,0,0,1,0,0,0,0,0,0.0,-5000.0,0
190,36217,0.0,40.0,6.0,0,1,0,0,1,1,1,0,0,13333.333333333334,-21000.0,0
191,56098,1.0,30.0,0.0,0,0,0,1,0,0,1,0,0,0.0,-21666.666666666668,0
192,63991,1.0,60.0,1.0,0,0,1,1,0,0,1,0,0,21666.666666666668,-27000.0,0
193,14922,0.0,30.0,1.0,0,1,0,1,0,1,1,0,0,12500.0,-41666.666666666664,0
194,79305,0.0,20.0,0.0,0,1,1,0,0,1,1,0,0,13333.333333333334,-11666.666666666666,0
195,10612,1.0,60.0,1.0,1,0,0,1,0,0,1,0,0,18333.333333333332,-12500.0,0
196,65505,1.0,25.0,1.0,0,0,0,0,0,1,0,0,0,0.0,-5000.0,0
197,13930,0.0,45.0,1.0,3,1,0,1,0,0,0,0,0,5000.0,-5000.0,0
198,31213,1.0,35.0,1.0,0,0,0,1,0,1,0,0,0,82500.0,-15000.0,3
199,22863,0.0,35.0,0.0,0,0,0,0,0,1,1,0,1,16666.666666666668,-12500.0,0
200,73147,0.0,40.0,5.0,0,0,0,1,0,1,1,0,0,0.0,0.0,0
201,91246,1.0,30.0,5.0,0,0,0,0,1,1,0,0,0,0.0,-25000.0,0
202,27826,1.0,30.0,0.0,0,0,0,0,1,1,1,0,1,0.0,-15000.0,0
203,88972,1.0,25.0,0.0,0,0,1,0,0,1,1,0,0,5000.0,0.0,0
204,29050,1.0,45.0,1.0,1,0,0,1,0,0,1,0,0,5000.0,-11250.0,0
205,43606,0.0,40.0,1.0,0,0,0,0,0,1,0,0,0,36250.0,-20000.0,0
206,80685,0.0,25.0,6.0,0,0,0,0,1,1,1,0,0,0.0,-5000.0,0
207,12502,1.0,30.0,0.0,0,1,0,1,0,1,0,0,1,0.0,-12777.777777777777,0
208,42653,1.0,30.0,0.0,0,0,0,1,0,1,0,0,0,7500.0,-7500.0,0
209,91826,0.0,25.0,0.0,0,0,0,1,0,1,1,0,0,0.0,0.0,0
210,23711,0.0,40.0,1.0,2,0,0,1,0,1,0,0,1,30000.0,-16250.0,0
211,58793,1.0,30.0,0.0,0,0,0,0,1,1,0,1,0,32500.0,-70000.0,3
212,62903,1.0,55.0,6.0,0,0,1,1,1,1,1,0,0,115000.0,-7000.0,3
213,79724,1.0,20.0,6.0,0,0,0,1,0,0,1,0,0,5000.0,-5000.0,0
214,30558,1.0,45.0,1.0,0,0,0,1,0,1,1,0,1,23750.0,-15000.0,0
215,57452,0.0,50.0,6.0,0,0,0,0,0,1,1,1,0,49375.0,-211666.66666666666,2
216,77385,1.0,35.0,1.0,0,0,1,1,0,1,1,0,1,5000.0,-45000.0,0
217,3849,1.0,40.0,1.0,2,0,0,1,0,1,1,0,0,55000.0,-70625.0,3
218,16812,1.0,40.0,1.0,1,0,0,1,0,0,0,0,0,5000.0,-10000.0,0
219,21198,1.0,40.0,1.0,3,1,0,1,0,0,1,0,0,62500.0,-30833.333333333332,3
220,88138,0.0,30.0,6.0,4,1,0,0,0,1,1,0,0,0.0,0.0,0
221,91146,1.0,35.0,0.0,0,0,0,1,0,0,1,0,1,0.0,-5000.0,0
222,56673,1.0,35.0,1.0,0,0,0,1,0,0,1,0,0,30000.0,-10000.0,0
223,89558,1.0,25.0,0.0,0,0,0,0,0,1,1,0,0,10000.0,-5000.0,0
224,57408,1.0,25.0,0.0,4,0,0,1,0,0,1,0,0,0.0,-10000.0,0
225,82106,1.0,35.0,5.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
226,87635,0.0,30.0,6.0,0,0,1,1,0,0,1,0,0,0.0,-15000.0,0
227,25408,0.0,65.0,5.0,0,0,0,1,0,0,0,0,0,0.0,-7222.222222222223,0
228,35818,1.0,45.0,6.0,0,0,0,0,0,1,0,1,0,12500.0,-13333.333333333334,0
229,63058,1.0,50.0,3.0,0,0,0,1,0,1,1,0,0,0.0,-10000.0,0
230,15269,0.0,50.0,1.0,0,0,0,1,0,0,0,0,0,15000.0,-31250.0,0
231,34602,1.0,30.0,6.0,0,0,0,1,0,1,1,0,0,5833.333333333333,-26666.666666666668,0
232,82189,0.0,30.0,6.0,0,0,0,0,0,1,0,0,0,32500.0,-18333.333333333332,0
233,2743,1.0,55.0,1.0,2,0,0,1,0,0,1,0,0,10000.0,-22000.0,0
234,18247,1.0,60.0,6.0,0,1,0,0,0,1,1,0,0,17500.0,-7500.0,0
235,35716,0.0,70.0,6.0,0,0,0,0,0,1,0,1,0,50000.0,-8000.0,0
236,78838,1.0,25.0,0.0,0,0,1,0,0,1,0,0,0,46000.0,0.0,0
237,26367,1.0,35.0,3.0,0,0,1,1,0,0,0,0,0,6666.666666666667,-8333.333333333334,0
238,49287,0.0,30.0,6.0,0,0,0,0,0,1,0,0,0,70000.0,-56875.0,3
239,62392,1.0,50.0,1.0,0,0,0,1,0,0,0,0,0,0.0,-13000.0,0
240,25828,1.0,60.0,6.0,0,0,0,1,1,1,0,0,0,20000.0,-28333.333333333332,0
241,40242,1.0,35.0,5.0,0,0,0,1,0,1,1,0,0,28125.0,-28333.333333333332,0
242,59191,1.0,30.0,0.0,0,0,0,1,0,0,1,0,0,17500.0,-17500.0,0
243,15471,0.0,25.0,0.0,0,0,1,1,1,1,1,1,1,30000.0,-28000.0,0
244,22359,1.0,60.0,1.0,2,0,0,1,0,1,0,0,0,14000.0,-10833.333333333334,0
245,38042,0.0,40.0,1.0,0,0,0,1,1,1,1,0,1,6875.0,-11000.0,0
246,42701,1.0,30.0,0.0,0,1,0,1,0,1,0,0,0,32500.0,-17500.0,0
247,22575,1.0,45.0,0.0,1,0,0,1,0,0,0,0,0,6250.0,-7500.0,0
248,68858,1.0,35.0,6.0,0,0,0,1,0,1,0,0,1,33000.0,-38333.333333333336,3
249,82882,1.0,30.0,0.0,0,0,0,0,0,1,1,0,0,5000.0,-13333.333333333334,0
250,26649,1.0,65.0,1.0,0,0,0,1,0,0,1,0,0,0.0,-10000.0,0
251,34891,1.0,35.0,1.0,0,0,0,1,0,1,1,0,0,32500.0,-23333.333333333332,0
252,47168,1.0,35.0,6.0,4,0,0,0,0,1,0,0,0,52500.0,-23750.0,3
253,81632,1.0,40.0,0.0,0,0,0,1,0,0,1,0,1,13333.333333333334,-15000.0,0
254,19147,0.0,40.0,0.0,1,0,0,1,0,1,1,0,0,12500.0,-8750.0,0
255,67635,1.0,35.0,0.0,0,0,0,1,0,0,0,0,0,15000.0,-15000.0,0
256,7436,0.0,35.0,0.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0
257,944,1.0,50.0,0.0,0,0,0,1,0,1,1,0,0,27142.85714285714,-41250.0,0
258,29213,1.0,50.0,3.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
259,84110,1.0,15.0,6.0,0,0,1,1,0,0,1,0,0,0.0,0.0,0
260,41043,1.0,35.0,1.0,0,0,0,1,0,1,0,0,0,10000.0,-12500.0,0
261,50595,1.0,40.0,6.0,0,0,0,0,0,1,1,0,0,33000.0,-50000.0,3
262,29187,1.0,45.0,6.0,0,0,0,0,0,1,1,0,0,31666.666666666668,-31666.666666666668,0
263,46637,0.0,30.0,1.0,0,0,1,1,0,1,1,0,1,0.0,-5000.0,0
264,92526,1.0,30.0,0.0,0,0,0,0,0,1,1,0,1,0.0,0.0,0
265,46496,1.0,35.0,1.0,0,0,0,1,0,1,1,0,1,10000.0,-17500.0,0
266,42286,1.0,20.0,6.0,0,0,0,0,1,1,1,0,0,7500.0,-10000.0,0
267,59477,1.0,35.0,6.0,0,0,0,0,0,1,1,1,0,65625.0,-93750.0,3
268,9194,0.0,30.0,6.0,4,1,0,0,1,1,0,0,0,12142.857142857143,-8333.333333333334,0
269,12953,1.0,40.0,0.0,2,0,0,1,0,0,0,0,0,5714.285714285715,-10000.0,0
270,16076,1.0,30.0,1.0,0,0,0,0,0,1,1,0,0,31250.0,-41666.666666666664,3
271,22648,1.0,35.0,1.0,0,0,0,0,1,1,1,0,0,43750.0,-42500.0,3
272,6783,1.0,35.0,0.0,0,1,0,1,1,1,1,0,0,50000.0,-21875.0,3
273,19864,1.0,40.0,3.0,0,0,0,0,0,1,1,0,0,45000.0,-52000.0,3
274,14408,0.0,40.0,6.0,4,0,0,0,0,1,1,0,0,0.0,0.0,0
275,38347,1.0,50.0,6.0,0,1,0,1,0,1,1,0,0,16250.0,-15000.0,0
276,68879,0.0,35.0,1.0,0,0,0,1,0,0,1,0,0,0.0,-12500.0,0
277,87715,0.0,40.0,1.0,0,0,0,0,1,1,1,0,0,15000.0,-25000.0,0
278,19461,0.0,35.0,3.0,2,0,0,1,0,0,0,0,0,5000.0,-5000.0,0
279,70861,1.0,35.0,1.0,0,0,1,1,0,1,1,0,0,53333.333333333336,-51250.0,3
280,75757,0.0,30.0,6.0,0,0,0,0,1,1,0,0,0,10000.0,-13333.333333333334,0
281,91638,1.0,35.0,1.0,2,0,0,0,0,1,1,0,0,5000.0,-12500.0,0
282,30062,1.0,50.0,1.0,0,0,0,1,0,0,1,0,0,10000.0,-19285.714285714286,0
283,48007,0.0,45.0,1.0,0,0,0,0,0,1,0,0,0,107500.0,-10000.0,3
284,35821,0.0,70.0,0.0,0,0,0,0,0,1,0,0,1,27500.0,-50000.0,3
285,42547,1.0,25.0,5.0,0,1,0,1,0,0,0,0,1,20000.0,-8750.0,0
